874 2487
285 164 336
629 355 60
688 778 313
523 536 971
536 309 98
842 788 1000
57 296 725
268 491 339
200 634 771
486 61 487
437 302 679
160 355 289
469 123 802
612 841 792
306 681 10
873 867 603
414 235 307
651 252 573
443 621 972
371 537 251
843 77 891
16 870 2
824 569 35
455 595 735
48 478 896
643 623 986
499 640 136
762 311 52
759 785 269
533 646 111
265 453 788
798 244 803
487 863 661
627 172 231
458 248 148
283 239 27
343 133 779
53 251 472
734 57 848
540 238 624
656 807 552
629 3 131
82 536 928
742 11 465
531 710 169
756 148 937
483 82 991
369 498 837
548 703 832
80 339 155
570 490 761
869 618 627
239 839 684
32 571 728
542 211 897
567 105 699
373 443 500
574 200 575
17 202 668
277 189 840
560 360 967
527 95 550
842 708 725
427 642 781
457 41 183
862 786 34
457 517 466
142 160 383
235 144 619
301 226 813
350 468 557
823 245 569
357 465 601
374 258 909
38 84 267
85 338 756
329 285 125
47 725 382
778 549 569
379 104 553
778 309 661
268 144 312
631 363 138
198 444 20
795 347 405
426 84 307
395 416 751
690 853 644
560 523 878
572 141 838
395 15 385
258 643 309
577 210 717
27 650 654
590 564 516
76 675 833
35 844 298
603 682 400
7 86 298
721 201 998
588 489 680
438 439 527
1 565 636
547 730 627
817 777 573
116 37 826
61 89 632
190 453 530
401 214 542
449 205 556
423 561 363
66 488 747
82 187 813
807 833 977
439 847 462
420 40 2
730 116 801
795 693 225
514 722 330
841 804 830
540 42 538
544 808 922
427 10 907
218 644 11
183 856 416
827 697 973
267 48 913
665 137 761
443 150 121
626 483 980
707 344 311
168 620 877
828 413 541
775 643 815
383 873 434
34 593 866
202 315 262
713 55 27
340 742 583
266 102 749
68 691 705
705 125 790
853 57 34
206 442 567
708 809 697
280 114 749
406 356 519
514 161 787
413 689 68
314 226 708
163 320 654
598 263 89
369 327 65
697 509 779
714 199 936
819 353 667
