16
955 1944
656 319 311
458 170 196
172 674 925
234 178 493
831 691 394
537 770 614
193 635 964
178 775 335
253 197 988
693 666 493
239 424 814
45 99 443
796 318 333
110 840 698
289 508 665
343 43 270
651 294 864
822 600 492
257 442 164
198 528 217
647 371 538
753 564 998
795 434 388
781 378 881
183 851 103
561 664 975
98 500 292
30 144 913
64 731 181
485 440 333
82 124 763
603 135 86
527 609 234
441 604 415
202 230 795
534 594 373
484 761 258
113 246 673
787 570 8
405 316 154
343 475 563
610 323 615
777 446 463
671 213 63
626 648 525
466 158 747
278 567 972
250 522 76
628 211 123
653 171 151
407 172 987
81 138 273
88 612 591
729 793 634
344 495 824
400 68 904
108 335 93
777 608 95
750 288 214
669 293 659
212 842 662
579 697 391
677 59 402
613 508 923
24 274 320
852 98 845
249 718 424
395 402 323
210 693 862
297 460 700
7 655 566
473 502 528
515 59 746
190 265 104
574 180 623
475 496 512
341 507 697
60 159 203
5 270 48
433 701 97
555 682 137
427 696 970
312 661 982
92 127 867
258 87 167
49 680 767
543 189 731
834 128 432
262 539 423
189 671 829
369 764 943
681 438 947
42 593 201
231 365 474
753 214 768
396 347 389
653 668 179
738 82 685
181 497 206
147 351 924
271 610 955
414 265 170
745 96 904
202 223 768
807 340 979
300 504 673
413 148 340
51 73 219
785 681 59
788 796 618
287 396 812
481 713 191
451 710 181
101 162 270
791 246 774
328 440 756
488 570 742
743 293 464
468 58 947
214 277 140
601 546 851
151 381 857
315 156 44
193 335 300
688 42 858
466 205 813
685 96 531
802 727 184
765 209 897
583 817 128
329 715 713
177 98 788
704 76 736
349 625 108
352 69 964
248 816 683
834 192 662
627 616 705
19 618 29
668 491 90
335 820 808
433 391 258
583 345 320
539 349 652
544 359 803
428 123 136
755 520 596
391 837 542
430 546 277
817 580 96
232 441 171
825 854 732
168 121 503
393 843 956
609 338 270
293 713 902
50 627 336
603 373 338
267 512 478
679 45 341
527 455 80
526 226 818
135 322 794
727 26 275
193 488 954
141 446 845
17 754 865
332 569 810
291 186 239
61 56 121
629 557 591
759 804 182
463 712 903
338 399 606
677 650 448
149 334 162
768 846 45
290 359 770
755 551 675
34 819 414
295 280 541
202 624 341
54 306 449
290 327 90
114 747 963
512 405 573
156 765 965
762 768 535
458 486 175
209 817 446
332 726 405
484 654 900
672 479 52
26 388 6
135 767 13
3 563 770
830 758 629
838 285 768
637 421 752
202 521 815
214 409 617
684 384 478
733 811 2
365 757 898
447 214 352
4 101 640
782 788 35
700 226 580
597 173 585
850 23 373
357 21 181
422 737 945
418 673 713
574 764 65
284 106 596
79 771 813
360 331 731
291 609 690
157 63 26
556 785 310
194 517 324
156 594 120
224 562 581
450 637 321
385 403 662
721 96 903
486 737 760
399 187 388
400 390 570
448 178 56
775 522 96
1 813 993
539 11 110
66 389 278
574 78 922
477 723 605
718 135 473
684 599 479
48 472 654
551 715 381
536 100 910
399 114 151
174 706 915
360 462 528
221 536 562
771 828 119
139 851 474
113 660 392
444 773 467
114 210 290
330 252 521
553 628 232
480 741 713
609 165 204
400 13 338
494 654 347
217 11 167
485 305 850
350 20 751
547 332 183
314 205 40
45 364 898
769 96 77
537 531 122
186 292 521
764 326 891
559 501 374
43 264 698
400 828 539
462 315 383
555 559 605
422 729 647
781 734 884
181 571 656
211 62 103
822 165 265
210 740 71
418 531 774
817 84 646
78 511 618
388 487 118
152 407 1
598 749 423
39 45 156
408 289 166
110 145 454
622 636 36
30 167 868
743 130 11
510 295 462
52 854 967
615 233 798
269 185 833
179 186 609
377 18 393
500 820 28
247 741 134
831 178 850
240 708 912
677 279 262
343 198 998
141 812 378
513 387 577
228 671 650
147 434 333
261 75 52
790 577 393
392 284 27
758 796 817
570 397 966
231 160 134
566 50 262
169 688 454
636 682 912
28 591 109
665 611 593
571 207 614
794 601 860
571 416 567
647 464 567
364 191 258
799 257 381
489 19 794
59 703 101
11 219 70
546 214 955
510 109 575
586 490 288
320 216 563
648 301 278
328 87 704
693 233 979
780 354 872
244 298 334
728 402 781
361 161 58
291 437 385
156 568 556
363 32 860
383 601 784
289 845 407
646 63 356
779 522 343
423 18 754
321 404 607
495 789 119
215 701 15
658 76 882
416 195 629
715 12 866
849 444 43
196 2 85
322 552 815
636 385 995
630 323 437
56 738 451
484 72 962
571 533 348
405 676 686
222 359 727
548 190 691
785 834 359
487 238 329
13 202 637
823 523 651
186 282 462
465 853 58
691 91 645
111 173 929
854 48 24
396 217 912
373 95 796
62 350 987
223 332 813
248 809 768
104 302 624
272 66 791
713 140 722
512 638 188
427 512 992
6 758 254
489 827 460
685 556 112
800 220 841
856 581 711
512 313 446
534 28 283
632 131 478
230 42 274
547 51 75
473 464 689
124 249 29
194 146 948
269 21 935
205 211 599
56 362 418
7 816 110
486 356 482
701 661 789
21 162 746
819 38 377
811 620 418
423 426 274
171 197 904
245 367 698
816 794 152
775 228 205
405 67 217
374 283 815
515 420 367
777 466 992
847 772 567
39 1 62
56 280 349
330 848 964
375 159 457
308 362 171
501 3 643
120 667 248
568 16 539
486 125 389
368 397 278
741 379 317
78 631 112
751 183 465
505 257 675
167 35 45
201 769 783
70 830 971
122 591 414
472 408 794
404 369 774
297 125 593
103 783 743
727 120 151
756 228 23
679 383 830
63 660 503
427 414 8
36 258 38
452 306 367
244 808 234
288 591 224
89 120 24
175 168 412
851 644 581
789 157 323
713 243 100
345 41 677
425 615 601
623 215 197
253 214 584
193 236 119
64 755 146
350 407 19
363 523 959
196 713 416
144 582 4
566 849 622
191 35 44
856 821 842
454 41 342
643 546 744
201 551 827
433 313 855
84 583 783
172 642 358
185 709 407
10 47 542
223 608 140
821 373 517
266 168 831
359 825 154
777 683 507
281 752 895
279 168 440
429 633 615
841 668 105
464 86 759
800 617 328
534 443 294
390 348 712
422 127 4
771 739 102
153 853 603
678 310 801
807 82 60
341 431 292
755 100 298
57 56 223
87 706 839
362 24 99
121 141 328
392 683 277
165 856 522
703 656 868
344 764 373
495 113 57
80 153 981
487 291 839
631 463 90
584 662 677
223 215 111
10 691 423
214 752 419
395 162 776
792 632 151
166 435 294
475 271 633
758 746 894
754 420 487
278 113 652
360 795 143
768 568 239
39 545 7
209 580 500
835 17 409
522 261 655
101 273 302
492 102 704
68 333 927
472 364 963
100 537 55
173 330 226
851 639 38
359 354 187
195 663 36
734 70 533
280 532 166
850 448 140
246 436 130
609 291 432
226 349 993
13 40 107
413 535 146
558 747 27
775 60 746
248 351 989
689 617 243
65 823 747
673 672 149
821 203 663
636 470 952
322 208 342
370 461 592
206 333 368
845 713 480
736 377 641
386 90 506
414 184 585
739 320 607
421 428 581
747 743 659
685 754 95
253 750 134
98 775 604
433 750 772
31 371 688
704 769 677
188 380 344
315 597 373
500 513 97
685 323 743
382 117 182
285 263 86
376 781 516
831 631 147
270 703 249
770 691 261
202 310 830
235 729 812
839 87 221
764 843 909
659 619 11
231 145 358
563 238 586
509 594 289
815 596 996
384 666 691
341 430 772
627 833 933
149 140 600
426 523 786
193 420 417
848 828 623
53 174 983
658 401 42
284 708 679
46 536 503
684 244 738
802 227 198
524 151 171
41 663 512
726 337 302
565 718 195
382 641 112
450 501 714
31 211 806
748 636 105
50 527 317
369 365 142
396 187 991
731 744 863
411 171 567
11 73 659
806 821 263
408 495 968
382 787 116
819 782 773
756 3 40
239 392 455
819 173 131
468 378 198
837 754 37
139 122 644
93 275 48
510 194 707
392 493 525
32 803 163
505 106 567
75 525 221
403 475 613
829 128 708
540 838 38
712 793 491
563 140 284
831 754 819
77 97 350
741 738 142
150 586 896
649 398 401
292 294 85
532 436 294
477 581 908
153 282 217
459 163 768
282 827 141
424 535 971
563 671 70
698 670 576
608 693 274
572 275 98
464 454 690
763 775 916
383 627 585
751 545 825
741 509 801
315 772 215
851 533 712
674 380 596
168 92 386
251 334 488
717 594 351
224 722 691
502 37 323
587 476 448
533 561 470
647 750 364
467 844 403
41 502 384
431 237 693
136 223 430
332 813 894
798 192 379
340 98 413
59 723 850
391 627 211
348 811 463
182 740 429
716 280 972
290 138 211
797 219 308
778 742 657
389 330 13
854 287 253
496 397 273
695 33 791
412 162 583
628 653 457
735 415 201
378 329 428
258 376 131
680 112 132
710 721 810
323 18 228
58 441 116
418 681 640
760 786 869
145 429 567
54 259 162
519 528 540
282 62 308
37 113 831
845 465 205
204 218 672
766 82 976
522 531 879
60 828 799
479 296 546
81 554 970
806 527 902
839 806 467
664 783 302
817 825 75
474 340 696
161 497 711
715 801 294
398 182 987
128 408 450
233 614 166
472 23 139
7 748 484
349 699 270
100 513 750
666 128 763
740 408 30
53 326 843
382 567 236
756 191 293
115 111 136
533 724 966
309 522 213
222 109 761
478 183 492
291 99 31
589 700 862
149 429 250
249 563 750
555 660 209
439 841 375
602 129 845
135 735 667
465 654 998
372 675 104
797 244 447
657 526 104
366 519 142
541 796 266
827 418 773
27 718 351
441 576 434
625 742 895
594 626 401
25 538 828
253 63 998
118 89 466
851 807 651
664 470 742
188 488 90
33 694 834
348 347 640
446 320 405
790 587 238
64 260 750
738 491 732
435 122 263
499 274 492
794 235 399
155 856 970
22 27 360
381 246 956
241 69 902
190 317 604
476 169 897
508 157 301
634 796 937
388 413 575
49 494 37
616 199 958
132 165 208
317 439 868
444 417 497
504 289 502
446 847 174
165 142 760
530 78 613
454 249 35
58 607 384
322 156 677
423 532 636
588 349 171
509 193 621
305 236 846
612 326 47
450 50 64
285 114 623
793 808 948
381 708 68
256 586 713
259 655 947
765 621 845
152 350 188
212 268 697
70 533 966
581 591 264
362 850 618
299 78 778
198 366 826
53 327 83
171 664 745
318 520 552
190 853 558
596 842 63
703 463 569
590 274 746
743 452 515
175 571 194
80 637 612
443 123 735
221 177 206
162 461 730
836 140 507
453 155 337
140 715 161
452 240 396
233 266 735
519 360 266
300 26 392
82 820 749
469 596 391
4 373 151
790 443 889
125 822 631
495 263 86
321 539 740
416 437 913
337 73 514
344 377 62
388 302 954
438 387 788
403 771 832
611 608 781
656 588 113
417 831 714
413 214 411
718 222 877
202 370 387
313 350 640
250 478 920
336 652 344
339 650 264
681 111 696
368 264 176
541 799 756
109 471 756
320 473 937
758 474 225
77 500 142
511 640 134
515 703 177
238 377 944
460 206 385
519 455 638
212 639 449
126 810 567
102 799 110
824 571 245
191 296 187
238 15 370
851 422 147
354 210 792
455 698 334
485 77 235
205 372 298
526 641 332
214 856 350
332 133 69
148 405 608
784 166 811
510 262 904
135 381 767
833 798 547
655 107 163
87 171 175
502 848 662
685 481 272
256 563 129
424 803 795
188 420 286
374 168 629
41 70 319
383 708 425
543 829 343
368 102 250
671 483 263
713 55 911
316 17 927
453 755 331
92 152 936
510 401 162
42 761 520
486 309 464
756 71 440
74 820 887
592 269 772
645 11 5
842 157 390
776 48 992
402 94 269
753 730 78
659 117 282
715 701 745
739 326 491
383 461 213
122 746 219
129 369 254
519 285 530
16 273 244
758 812 28
164 736 287
680 572 436
224 120 701
178 489 287
534 728 628
636 598 581
416 170 299
511 116 367
661 239 577
820 636 643
622 664 210
84 729 774
622 810 790
563 627 867
594 155 806
524 469 136
714 799 294
810 329 66
232 438 36
165 548 551
364 294 414
248 459 198
259 665 445
82 484 550
400 423 254
278 572 80
396 114 276
620 329 228
642 249 552
196 605 139
121 429 70
350 228 885
829 166 187
739 231 148
153 152 988
247 645 652
637 469 896
328 515 76
654 94 781
666 181 938
547 321 143
419 712 320
133 682 489
307 458 853
748 548 783
149 231 400
18 122 417
271 622 866
673 414 322
577 624 591
581 141 875
614 317 692
702 641 690
438 500 705
662 236 524
446 460 599
588 411 59
461 9 11
327 555 239
496 735 121
477 583 305
267 195 660
378 355 447
104 457 362
818 534 16
408 677 152
147 151 190
626 364 274
689 580 804
568 70 781
771 259 455
412 794 487
92 314 92
225 852 564
762 306 650
51 681 971
774 29 503
694 815 251
466 394 790
291 836 20
387 789 917
828 372 9
217 141 573
627 357 900
231 709 616
9 179 205
696 176 792
814 408 700
150 289 89
31 264 413
589 317 345
255 507 569
448 849 595
211 548 372
52 540 379
601 219 308
654 532 221
504 701 118
704 509 436
150 103 610
705 840 927
801 54 323
474 801 425
366 725 688
575 317 247
584 272 851
319 481 930
14 622 912
638 236 600
544 691 573
591 822 264
679 411 907
29 70 640
769 678 483
47 712 263
779 269 164
358 562 750
91 506 371
543 399 414
265 497 930
224 238 75
854 357 394
401 293 909
530 729 754
489 531 194
85 343 177
204 406 42
233 642 203
182 241 404
208 738 778
659 201 90
654 60 356
750 397 45
841 90 806
780 795 654
795 845 828
309 284 307
583 419 202
141 846 77
668 847 361
405 101 479
681 743 66
542 706 144
679 8 528
797 810 403
535 359 757
7 110 971
381 12 46
626 712 303
46 407 796
2 172 186
576 836 508
238 739 42
167 316 600
18 89 827
767 195 823
796 334 443
770 505 9
44 98 468
290 602 117
468 162 434
104 274 236
854 597 58
657 576 799
626 294 23
557 479 23
551 475 314
147 751 411
70 650 759
792 241 249
195 12 348
63 203 142
77 210 725
284 53 621
715 783 443
204 703 362
723 245 236
521 592 970
197 193 974
696 328 942
389 811 423
510 493 593
359 596 689
107 491 768
235 746 498
29 492 85
58 512 736
812 98 854
172 234 44
17 768 810
571 206 113
662 802 527
693 471 226
561 33 252
264 606 877
295 65 94
305 373 81
716 704 49
394 200 544
70 561 65
128 345 969
11 145 120
628 684 163
196 212 945
619 445 905
204 123 105
56 502 975
226 777 994
430 402 620
321 546 606
489 816 207
299 148 663
492 115 316
657 368 644
170 95 493
527 74 801
415 364 812
255 190 148
233 471 608
333 390 437
615 854 686
632 759 493
608 107 683
251 255 762
355 638 343
683 662 120
325 226 474
600 270 356
142 448 738
457 841 127
469 61 196
597 225 230
670 53 783
766 750 136
267 119 180
343 52 301
744 800 236
188 372 520
137 104 508
559 99 540
658 743 904
565 645 236
514 259 567
789 428 803
48 63 751
732 643 186
174 333 55
195 410 80
119 409 268
308 55 614
479 466 945
770 127 586
698 246 606
164 764 460
839 116 394
691 585 284
421 221 521
747 323 503
294 381 281
347 353 430
395 480 982
310 193 527
62 644 806
785 672 245
400 72 511
122 655 377
155 426 240
71 488 189
150 21 382
715 603 641
293 725 338
546 558 852
387 281 256
606 785 860
17 115 644
423 69 813
626 704 181
22 691 605
642 195 639
246 834 518
304 224 760
496 563 211
304 519 575
609 696 643
176 120 32
568 631 50
557 183 411
76 670 21
287 423 410
443 652 38
387 226 706
228 716 155
724 409 867
778 668 734
155 503 439
624 253 229
29 46 230
357 617 279
49 76 358
258 507 357
13 801 437
365 699 615
119 855 462
142 380 270
589 631 968
550 81 855
770 768 660
595 755 834
771 617 26
170 590 524
121 234 232
538 824 581
365 182 860
36 493 371
60 798 303
326 743 912
741 237 346
363 217 251
232 747 225
211 475 792
347 378 266
228 568 141
64 147 849
486 661 827
516 451 969
797 825 81
191 640 527
836 107 844
248 716 290
810 656 224
85 191 324
44 409 28
644 128 711
459 712 41
693 311 925
12 107 883
642 88 870
358 788 848
48 690 683
254 689 763
176 266 182
718 716 609
689 155 721
405 612 660
520 277 745
768 224 400
803 605 311
309 743 167
18 435 703
539 758 83
717 630 913
384 370 172
613 225 175
432 332 684
740 354 344
39 741 83
762 722 676
721 727 452
75 830 864
151 667 997
832 609 310
763 38 219
576 37 815
765 562 948
801 535 196
741 576 891
377 415 799
466 222 191
93 791 149
94 496 595
572 306 650
522 340 559
598 185 526
486 157 754
452 500 756
10 588 602
204 380 997
464 814 612
43 257 159
833 447 899
202 53 380
162 414 788
3 77 615
417 244 166
452 518 819
253 256 862
484 425 212
262 814 40
708 435 975
676 669 870
657 465 799
459 856 400
99 345 57
102 768 172
466 402 206
101 351 923
171 2 590
462 783 43
575 288 942
55 757 166
361 369 51
254 481 517
724 831 322
42 831 259
414 360 123
595 695 854
685 248 567
518 799 844
366 380 336
21 409 312
386 337 962
468 7 424
288 484 452
550 5 89
592 544 731
619 50 60
503 690 752
777 472 559
293 454 922
246 789 262
559 317 433
354 138 82
207 272 866
742 467 890
227 103 53
632 452 244
748 767 611
140 828 249
165 247 962
473 756 116
405 495 882
635 450 553
656 160 614
796 380 2
185 669 970
837 327 499
280 341 126
393 339 44
712 542 175
2 385 606
543 624 17
582 206 5
674 209 777
715 173 928
487 501 290
812 359 794
305 157 971
683 366 906
55 106 607
605 120 668
305 432 107
439 188 936
516 10 656
737 594 737
647 749 378
218 174 555
271 245 474
27 652 589
373 631 736
418 40 369
543 676 138
769 852 569
153 674 547
432 641 103
780 119 739
25 420 625
792 705 399
338 114 672
573 570 375
30 618 890
145 767 884
462 50 234
100 77 683
95 246 104
593 810 264
515 823 206
540 367 10
649 852 619
27 831 167
552 620 998
381 506 255
407 694 888
163 398 459
844 666 468
806 1717
581 558 427
362 114 8
432 66 425
59 463 674
427 726 606
380 746 104
55 287 657
400 353 886
86 478 800
286 755 321
295 539 330
200 584 380
678 227 274
390 48 14
535 716 524
155 159 138
649 723 548
534 804 383
711 429 56
617 760 901
38 702 503
335 747 966
371 604 94
792 161 977
154 587 723
287 660 150
24 568 183
479 773 248
490 629 876
403 632 670
506 192 706
154 210 699
178 539 438
693 747 805
308 49 1000
352 291 101
246 338 554
96 645 559
662 516 695
89 408 76
674 576 835
167 494 458
661 212 884
634 710 59
774 317 636
696 685 286
8 156 956
101 139 903
658 2 835
593 409 590
276 170 422
524 358 768
283 527 66
265 32 7
421 16 14
36 291 147
208 544 43
804 761 749
333 317 131
101 324 866
641 798 339
746 171 472
436 674 228
702 277 720
234 330 288
585 790 749
314 790 289
535 634 202
309 15 877
544 453 650
387 330 142
261 466 310
230 386 665
56 621 166
276 658 325
374 297 933
630 510 816
612 218 13
168 536 587
64 407 66
447 786 501
662 410 224
278 515 181
93 171 471
663 315 823
645 611 995
678 482 528
426 742 373
795 586 207
463 593 403
711 363 169
583 581 623
383 476 817
405 572 71
354 401 869
276 222 330
582 78 942
316 293 751
64 68 495
87 730 33
446 756 893
677 185 975
587 364 709
222 649 126
797 581 571
444 206 257
723 262 39
605 726 525
660 328 72
387 566 474
791 742 97
451 2 130
776 629 762
11 213 912
295 130 730
477 448 28
764 591 479
513 264 123
408 92 55
582 18 759
312 318 595
301 410 91
254 431 181
359 551 325
348 327 720
275 69 203
290 284 830
566 279 114
749 497 98
172 595 180
617 17 375
522 103 363
219 222 804
174 692 597
418 528 920
439 34 925
43 147 75
769 321 325
416 81 610
38 235 536
68 232 895
585 775 356
10 709 760
131 676 27
199 676 385
509 552 984
316 612 147
289 101 668
364 325 880
747 210 590
242 686 440
229 678 405
797 766 90
763 231 281
38 508 80
82 628 229
688 122 790
792 679 323
635 60 263
478 178 784
390 714 433
497 326 390
785 377 645
665 701 614
124 544 37
649 168 597
265 102 502
702 323 297
21 34 88
398 380 535
384 641 113
160 130 238
654 362 146
373 300 294
621 806 699
135 706 623
32 218 697
582 363 693
178 775 275
568 87 49
118 52 825
342 302 581
344 101 185
277 687 445
386 735 801
620 499 646
281 248 236
222 22 10
760 352 126
154 540 929
496 408 752
68 250 331
753 315 607
78 802 236
715 420 868
38 615 279
292 249 245
400 771 42
140 277 996
137 801 735
543 287 44
528 764 745
31 401 642
102 676 933
66 557 905
105 117 450
618 604 800
794 316 281
482 383 62
491 335 820
209 449 521
33 372 697
729 481 415
720 210 938
286 682 493
468 349 366
408 256 731
30 285 508
325 508 470
593 184 585
595 641 778
800 781 704
402 397 832
256 414 909
800 391 776
369 709 400
385 119 425
238 640 680
796 128 302
581 727 619
354 706 475
474 251 408
65 604 597
365 284 139
397 403 88
245 784 412
748 248 463
681 546 138
532 465 378
340 653 128
182 281 31
532 304 136
164 597 485
188 276 758
13 73 550
241 163 302
190 560 251
403 480 9
133 198 702
314 606 690
623 438 966
54 315 818
522 782 109
185 576 837
264 290 81
430 634 754
690 741 59
652 503 83
90 223 543
303 269 135
545 146 919
707 718 706
207 101 830
719 420 811
292 706 370
759 533 141
117 482 213
571 240 666
609 523 168
191 591 571
310 330 115
254 585 488
319 689 717
196 74 920
204 328 832
70 369 288
441 102 143
270 615 158
710 257 938
41 283 804
363 221 651
659 562 580
105 524 538
333 305 207
387 14 43
558 665 875
442 657 718
706 445 496
461 543 728
236 134 940
254 37 487
620 280 245
377 32 367
519 499 937
271 727 893
647 502 667
486 363 719
155 378 471
174 765 444
76 16 28
365 282 183
275 186 789
134 221 891
79 636 211
172 50 778
739 607 51
666 101 407
550 369 16
163 794 881
264 33 716
48 722 215
342 138 168
339 365 919
480 671 10
296 432 140
41 102 641
392 99 579
335 278 585
717 234 802
255 51 968
115 110 956
714 395 949
601 188 521
171 52 48
565 66 254
623 130 270
38 72 263
651 462 699
478 292 73
572 147 909
276 647 996
382 502 200
508 486 261
724 276 352
169 764 267
620 489 914
258 113 565
288 300 730
625 595 750
532 455 840
556 603 743
76 233 12
108 585 447
793 652 841
302 383 531
3 442 265
355 695 759
129 367 102
509 780 99
223 294 689
501 372 20
753 102 904
575 518 66
314 213 392
147 621 80
374 29 874
268 257 662
362 445 990
766 502 435
13 452 701
564 371 743
593 600 175
702 380 356
134 35 989
239 160 24
771 448 17
768 379 145
42 578 213
469 200 162
151 190 770
359 379 371
422 585 511
429 73 482
506 307 803
524 738 220
578 288 523
335 53 548
419 284 782
783 752 877
384 433 808
54 307 98
159 31 96
508 435 361
192 759 162
653 659 920
615 154 841
510 181 437
305 769 681
279 33 908
768 439 637
619 159 31
246 299 447
357 627 46
580 192 503
693 503 358
477 201 314
184 43 275
64 23 598
531 414 897
539 372 743
761 431 441
213 189 549
514 26 916
409 400 711
461 766 963
282 267 701
237 111 68
286 593 346
740 493 872
162 696 907
526 354 862
606 99 426
232 449 961
110 510 880
388 56 699
331 568 415
673 361 769
710 402 795
186 668 120
51 766 10
444 283 200
798 788 820
339 295 154
25 166 558
333 257 434
172 432 777
608 439 814
580 380 217
341 585 55
633 54 60
592 760 608
32 438 262
180 702 810
4 424 54
510 639 230
785 46 897
64 746 656
798 326 140
531 427 873
331 569 531
565 555 852
381 273 976
509 39 739
398 520 268
256 506 891
273 668 128
33 240 615
492 107 861
327 264 950
484 135 890
245 319 951
659 801 863
215 162 207
22 48 150
23 526 859
119 34 827
98 85 948
584 314 533
520 147 548
90 211 544
591 127 50
420 739 6
623 35 137
689 590 535
349 200 304
111 588 837
677 256 42
746 582 343
153 410 645
683 475 920
143 466 689
10 727 484
91 73 839
314 215 32
230 343 794
496 97 67
595 708 632
328 2 681
165 426 236
419 344 299
622 637 461
67 626 912
364 769 99
381 477 532
415 48 216
771 469 976
546 410 284
399 132 491
102 319 486
355 664 818
40 202 872
672 155 890
48 451 936
106 434 308
509 241 823
79 634 298
367 731 676
97 2 86
646 183 985
442 22 175
389 375 365
220 66 963
22 693 814
380 53 859
274 214 853
449 696 283
646 462 659
714 688 198
523 747 747
284 387 234
275 398 626
131 117 905
450 284 240
647 421 219
185 188 528
337 129 380
123 142 277
578 703 260
76 714 830
264 109 382
350 571 175
205 42 618
557 178 957
47 303 209
286 551 509
226 189 153
135 122 982
768 338 954
102 251 1000
635 332 489
160 75 537
49 136 61
776 660 865
354 410 496
79 537 545
717 113 508
605 254 404
227 772 707
105 637 263
481 153 908
748 110 950
397 199 667
222 186 495
793 471 577
366 307 889
172 561 6
63 376 184
430 317 317
224 763 3
265 383 70
714 487 564
456 308 56
762 497 266
797 800 957
408 464 686
778 785 896
561 729 760
112 69 780
229 355 532
512 699 510
724 274 856
79 311 803
145 143 676
402 742 317
94 82 317
546 441 680
355 551 10
768 381 537
665 275 294
439 211 809
257 468 676
373 499 180
466 454 582
58 468 874
34 745 315
712 322 815
381 137 168
619 3 476
162 445 89
713 271 875
146 190 718
270 566 790
57 694 36
29 541 958
242 338 141
438 333 415
215 350 516
166 729 57
746 794 57
95 646 192
242 560 109
192 566 129
784 588 668
264 325 447
620 805 592
759 755 144
138 209 15
270 137 964
74 643 237
624 766 117
360 203 128
156 146 44
286 97 735
721 77 667
4 20 186
261 795 695
691 449 496
381 2 268
744 513 978
282 637 431
119 205 19
89 186 2
250 172 231
86 189 612
113 133 472
226 495 454
116 385 432
650 668 78
64 281 305
665 44 934
106 154 980
279 410 216
225 562 139
136 64 695
249 317 405
3 443 350
276 180 106
486 629 573
384 598 448
674 115 731
218 511 781
43 483 259
21 56 727
325 280 402
321 767 537
689 545 173
472 47 919
135 304 220
81 365 10
468 481 841
720 362 279
240 221 217
67 410 467
423 114 746
32 429 533
53 284 567
117 305 7
747 430 441
367 386 3
663 216 1000
162 146 419
603 412 997
13 76 959
184 86 55
229 735 88
388 122 998
439 507 911
694 796 871
525 437 480
620 531 224
12 249 252
287 517 626
725 421 984
265 315 201
712 806 15
372 568 717
278 240 130
483 226 855
131 272 380
755 182 834
417 96 255
66 619 821
628 651 902
778 164 105
451 722 25
241 667 301
131 703 927
187 240 951
124 308 913
460 737 712
433 267 580
653 616 559
33 640 209
531 724 675
250 733 821
311 723 223
548 634 692
775 558 245
580 721 295
585 703 241
779 325 265
642 493 967
518 730 861
438 260 471
163 210 784
672 338 240
272 218 385
630 32 926
518 751 981
654 568 863
600 232 634
366 1 598
567 806 237
743 234 53
565 150 381
481 648 390
304 17 442
375 19 317
43 767 491
799 685 926
173 116 901
217 302 494
437 139 829
59 155 561
554 51 33
346 134 13
427 276 656
530 146 119
360 717 726
584 263 465
432 776 26
781 290 400
531 451 691
596 576 938
471 260 450
479 231 798
482 247 869
4 552 239
669 706 487
731 708 494
136 326 427
659 593 238
452 248 272
535 507 764
82 382 72
185 62 285
277 154 531
328 222 931
479 548 88
220 524 274
358 569 390
203 60 577
96 530 493
367 451 103
295 168 673
700 488 399
627 192 703
287 719 84
380 28 875
104 297 683
552 656 213
45 668 223
123 479 940
499 51 417
608 523 298
123 772 635
446 66 827
498 351 459
249 368 615
352 339 171
92 86 6
417 427 562
360 127 565
672 281 354
247 86 639
691 241 132
800 490 538
653 161 398
424 612 882
284 271 218
518 191 337
633 600 534
78 374 421
106 76 290
543 152 30
473 153 185
748 196 89
162 714 876
442 655 846
755 171 898
646 535 380
643 481 638
3 757 833
786 465 686
686 437 513
450 335 645
474 691 164
276 60 468
36 162 437
401 583 611
354 72 865
212 359 840
587 746 629
707 409 939
431 717 302
109 544 414
206 31 623
713 113 220
720 427 473
43 615 407
526 36 240
541 423 534
557 270 829
161 367 724
189 646 818
294 510 822
665 140 845
766 326 716
92 137 330
437 468 39
530 778 784
649 437 282
698 408 810
351 416 794
611 7 649
412 118 592
487 403 619
777 574 199
416 544 798
269 757 915
486 298 724
465 323 663
618 382 123
419 444 191
778 29 779
545 677 181
210 413 959
462 444 447
634 318 450
672 276 55
802 143 616
786 410 796
341 653 639
401 509 872
75 543 492
703 522 383
522 106 989
358 268 727
199 798 306
1 69 376
743 336 367
62 768 590
34 35 385
463 317 574
474 198 657
172 357 631
407 181 515
33 626 371
146 52 363
680 713 103
24 8 202
423 693 186
482 600 471
450 805 602
262 623 788
7 40 113
543 654 817
147 737 324
367 728 878
325 138 171
218 704 843
160 263 834
193 547 603
565 648 157
357 632 289
175 754 75
214 130 908
397 473 866
405 398 829
271 343 701
501 704 828
118 640 575
187 411 980
435 527 402
152 446 929
4 49 78
338 509 918
693 119 863
696 619 367
270 717 388
533 209 435
340 185 136
452 59 659
696 768 792
259 57 587
140 573 324
228 756 255
279 759 261
729 29 87
236 218 245
49 503 725
342 558 911
653 232 114
648 8 980
454 787 164
549 409 401
504 756 651
485 188 812
489 649 679
293 95 821
274 508 270
764 529 1
440 656 251
2 281 564
446 468 898
327 183 759
264 103 396
24 256 270
355 688 493
146 451 903
74 383 1
67 594 845
379 327 546
437 778 566
290 668 545
420 187 319
325 11 979
91 235 618
596 727 896
507 790 376
184 366 153
746 686 60
731 387 139
104 699 95
345 684 258
220 466 684
754 130 493
136 741 368
176 691 421
396 648 124
148 703 17
243 804 358
324 166 4
473 451 549
419 709 418
680 516 748
82 741 705
