17
818 988
728 239 -820
663 692 -622
588 124 -360
791 416 377
616 229 24
802 519 -727
460 592 -957
411 699 605
363 520 331
456 45 -294
99 334 -410
233 71 559
804 114 524
807 837 -588
9 130 -403
299 744 868
307 348 87
648 445 270
389 242 -931
322 538 -769
538 826 380
682 729 795
642 720 -66
726 470 947
612 742 -914
342 100 -224
567 612 -148
112 254 -180
360 545 848
233 785 -867
234 139 864
203 250 753
691 719 583
792 235 -932
475 370 913
754 450 -647
730 628 -209
801 717 -400
86 45 170
797 274 639
822 790 33
422 567 324
6 634 128
572 720 -979
744 361 -348
910 868
161 140 -538
488 529 -146
209 186 828
249 834 -909
782 114 -571
127 665 128
789 165 -29
722 705 558
30 376 -594
318 765 656
273 76 -957
206 402 917
264 465 -879
463 891 -766
602 196 -84
807 604 713
341 123 647
288 539 -213
825 498 493
558 143 -872
484 191 -863
208 702 258
222 632 -649
675 223 114
235 702 784
891 157 -696
149 292 -239
506 628 365
476 398 626
363 147 488
275 129 -615
565 406 -700
299 489 -714
802 96 -566
119 41 847
60 891 285
568 240 121
442 307 -295
215 497 382
575 481 179
313 113 -808
169 748 -87
199 801 -683
90 30 818
881 227 14
191 534 484
130 207 930
266 616 -860
449 443 -646
833 64 770
463 841 797
6 122 -729
452 593 -32
270 884 -313
828 186 -203
323 698 -539
284 239 780
660 524 -434
492 895 -550
371 892 915
892 573 717
808 711 194
679 870 -552
825 185 649
188 460 828
746 615 -63
6 469 -154
719 189 -447
196 845 21
757 535 212
387 633 622
564 426 277
524 130 -841
786 308 40
766 334 8
516 549 909
811 266 633
157 736 -898
185 158 -503
537 639 -970
177 857 8
109 219 778
6 673 -784
389 12 937
448 125 -613
60 862 823
713 69 -696
457 59 236
327 370 343
566 758 -85
319 515 -334
4 252 893
610 150 -794
172 566 647
366 199 673
440 204 -584
819 775 399
304 397 533
139 134 -922
438 844 -1000
682 399 821
184 81 -686
703 531 -16
650 895 740
810 730 -504
319 799 -621
683 879 -508
158 658 222
60 904 -452
21 310 -90
677 590 -278
351 715 626
9 252 811
436 695 440
589 222 97
190 762 -696
825 570 -756
254 405 621
164 880 -671
695 866 -610
553 508 -478
114 369 -972
5 632 654
530 794 316
73 142 181
65 636 138
445 485 602
519 373 -659
307 643 -135
653 677 895
59 68 529
851 740 -337
40 85 189
699 342 942
717 379 420
479 312 320
12 313 167
48 561 -194
832 482 484
584 166 124
205 703 816
108 746 499
578 720 -202
226 63 681
173 630 852
712 643 712
687 518 765
504 727 216
156 444 -936
312 795 774
743 394 -379
615 497 -639
886 614 573
415 110 -670
643 216 -4
589 704 -171
361 511 169
547 268 741
744 535 598
901 694 534
472 170 -27
346 281 317
428 45 -554
640 48 -116
703 756 850
404 154 -397
743 43 746
150 139 -790
796 411 -752
230 7 -321
324 80 453
469 52 -145
48 627 70
588 732 -251
600 390 233
739 231 143
579 520 -215
255 414 -446
645 325 -914
216 437 546
283 865 -139
378 621 143
336 777 634
661 835 475
776 281 -932
636 443 -890
330 706 -915
272 533 468
14 193 589
590 311 140
231 502 750
149 272 259
111 501 326
652 166 -475
504 766 -443
105 814 -621
95 697 662
85 12 19
343 532 366
569 674 141
117 488 874
801 71 270
708 254 -32
43 216 -745
665 264 -636
322 557 -153
346 119 -445
804 517 -599
35 636 -405
3 282 617
232 894 955
785 50 -315
71 836 700
853 854 -725
74 276 686
52 573 881
819 468 314
227 315 437
341 860 -269
738 199 -176
656 799 -928
662 632 101
400 56 52
76 266 -297
292 486 -248
46 117 486
506 699 43
549 116 -868
134 610 -797
146 797 321
820 670 -952
840 54 570
317 108 -670
391 327 -763
100 800 896
714 463 299
134 743 -143
296 898 123
345 520 154
194 751 -710
20 723 649
473 165 304
803 576 -464
34 782 -240
303 892 54
238 33 -921
645 188 310
689 28 885
280 121 -576
903 641 472
341 65 -222
746 485 -376
167 756 480
435 716 -358
342 493 765
873 295 225
691 632 -353
456 218 -267
507 9 -756
723 131 491
700 433 -643
731 35 77
666 535 -861
38 76 -436
275 690 443
884 599 492
335 691 -992
417 162 -220
633 545 128
688 862 -225
338 506 -437
411 738 -43
828 233 745
190 187 -550
316 505 221
850 782 -145
536 283 597
22 748 139
578 744 -746
474 597 -557
432 323 725
763 653 -450
613 292 336
132 324 241
802 293 -545
905 443 -661
155 294 980
304 784 664
53 67 -751
72 73 -102
355 493 27
892 159 -132
196 19 986
197 166 -500
503 334 539
675 261 946
206 529 514
448 535 -981
472 330 453
330 245 792
39 133 687
3 463 345
169 610 697
671 52 42
158 581 -607
435 825 451
703 461 814
410 438 3
392 506 787
410 307 581
656 393 248
521 380 657
218 528 -131
73 193 -413
650 837 859
197 49 566
680 268 -989
763 751 -106
783 888 634
278 162 471
909 556 998
436 549 377
4 15 -977
628 874 481
108 884 100
96 66 344
73 678 -853
802 491 -270
57 614 -928
564 561 111
608 563 467
173 352 -823
398 774 -449
100 722 -682
362 308 -192
679 436 622
22 163 -696
267 38 220
161 239 310
377 230 647
553 674 74
334 528 473
287 821 404
779 332 -862
578 553 -227
167 4 346
341 286 472
61 523 -236
417 223 992
399 425 -863
175 652 969
474 14 -472
862 176 519
705 500 -235
352 519 12
341 857 909
216 744 -142
441 577 26
717 129 -406
726 572 -407
333 607 -468
660 811 79
240 737 -777
654 231 -382
775 746 802
8 436 -408
330 276 -253
66 97 151
537 389 -612
557 717 -603
786 573 -570
519 891 -514
10 278 -707
810 504 -870
237 315 -890
803 278 397
856 55 -684
671 289 -886
757 680 -368
166 295 -471
842 801 -242
433 670 300
248 625 559
654 215 -647
568 558 996
420 198 158
313 107 -38
606 697 -130
391 846 912
893 563 -62
890 120 922
255 568 530
544 357 975
580 520 -728
147 19 249
396 675 236
331 289 -683
112 408 -152
354 92 162
569 15 490
626 385 -200
769 892 75
85 370 -928
667 152 -974
205 287 -72
410 760 744
586 523 159
398 166 601
706 49 513
395 396 144
553 66 -309
193 97 393
9 565 -437
204 428 202
341 155 -57
417 546 765
296 769 -751
171 390 -527
237 380 -577
365 278 394
182 333 -291
613 228 798
792 234 -566
777 645 -284
599 382 790
832 338 -146
676 208 -435
18 130 -441
737 68 -105
603 352 -62
350 806 220
764 476 946
396 702 581
26 158 -144
524 297 737
71 94 522
789 790 582
428 39 -721
690 365 978
762 49 281
586 723 970
614 333 -603
76 330 -161
857 133 612
336 53 -189
170 214 651
359 86 -920
127 52 505
139 681 -278
297 831 648
418 547 -387
400 661 -813
669 845 503
471 815 165
131 860 387
461 45 -201
145 193 -983
411 185 -467
716 434 -790
269 655 177
771 132 -72
510 255 -209
605 727 127
662 375 -921
450 424 -205
106 289 -829
186 786 -708
890 415 -170
123 693 286
300 726 -728
506 535 -248
524 731 521
288 823 67
233 582 -320
299 755 624
31 549 195
126 539 768
828 412 720
612 302 308
892 566 -451
645 118 987
237 82 781
727 360 -707
696 132 994
794 77 -228
509 404 629
198 117 343
729 387 -273
728 353 212
165 369 444
410 733 573
38 863 -367
346 351 -524
376 651 191
378 621 706
865 545 928
662 646 203
843 653 -10
293 435 -656
51 286 -509
850 801 252
383 203 -440
21 260 110
272 898 -986
129 538 683
836 558 -341
354 105 451
373 331 498
885 58 243
627 838 749
413 649 -313
89 165 975
548 739 -186
462 212 -654
512 42 -12
187 58 787
42 703 -634
558 460 123
459 687 465
323 11 802
234 527 -552
727 510 -979
737 611 -55
387 795 -70
805 91 -566
809 302 -685
11 727 -39
209 819 837
547 508 854
91 643 -39
244 782 -68
410 477 857
434 870 -33
612 270 721
252 185 908
862 771 -290
619 244 80
40 109 -490
519 902 492
756 595 25
301 40 -181
150 696 -763
514 447 74
377 738 438
849 273 -783
729 126 -1000
258 436 962
801 602 -798
695 208 661
599 733 -820
726 430 1000
841 754 -485
120 249 111
775 515 -947
492 233 -457
579 724 62
161 804 -305
78 101 973
751 720 418
419 764 904
883 304 395
890 889 -329
14 362 -208
874 684 -617
299 42 -329
122 259 -233
143 788 -710
168 871 -722
631 646 709
783 481 -955
298 877 903
650 222 755
551 27 117
288 534 858
96 352 338
284 679 -720
16 617 -99
607 79 162
488 557 117
254 723 -242
857 619 -165
816 662 -802
193 781 989
64 531 832
893 750 -281
482 654 33
887 424 625
896 883 -972
259 677 728
828 457 800
513 235 378
163 543 -211
552 171 965
582 383 -227
214 397 76
511 485 759
620 277 647
673 873 -436
369 671 976
629 782 -552
711 71 -38
433 298 846
824 387 84
417 692 454
862 99 939
518 234 993
633 161 772
668 47 360
413 396 1
536 722 236
760 816 -686
214 745 256
444 237 570
350 765 -807
286 123 886
114 193 586
789 590 -796
766 451 947
316 381 298
872 852 648
38 649 -842
407 503 258
9 553 -373
400 185 -256
288 2 341
429 89 281
257 527 -203
590 371 566
439 370 375
293 462 -499
612 225 247
559 58 -205
198 413 -547
176 583 844
353 328 -862
148 684 -55
44 177 841
452 54 477
474 36 -344
727 553 972
412 761 -470
607 438 530
153 628 81
9 813 -797
698 133 -73
309 651 872
351 146 188
262 237 7
425 411 79
542 203 -498
220 691 332
558 440 -411
520 387 893
116 494 -305
236 450 790
600 300 928
17 415 833
709 526 -147
216 224 -292
322 480 -868
43 406 675
624 207 29
404 384 -887
828 507 533
573 23 -463
165 784 223
762 114 643
384 835 -417
70 541 394
318 443 754
218 739 -235
89 719 855
802 443 103
345 93 -603
475 730 -501
700 356 544
612 269 -762
366 310 -368
664 589 -828
735 756 -883
659 522 -719
7 230 314
137 662 -694
109 658 180
514 197 41
703 845 759
597 354 976
791 742 -240
250 385 22
299 15 -917
884 516 19
117 712 -883
112 844 -965
629 154 -452
471 383 551
256 71 -843
89 315 -603
519 729 -61
307 7 -615
379 786 -55
562 490 729
540 369 868
436 552 -776
522 692 970
813 234 22
387 198 469
412 105 192
373 649 119
73 25 -577
847 48 473
110 839 886
343 797 -890
897 183 667
64 715 -115
750 501 837
336 697 -278
560 25 -49
344 32 610
776 843 532
386 486 773
646 519 172
260 346 -822
671 134 844
90 709 -589
26 284 914
771 835 -516
643 73 -141
44 641 -949
502 180 19
144 482 -100
544 555 488
30 297 -434
259 517 -232
615 759 -80
104 209 -825
418 584 -983
264 852 992
346 898 59
464 117 404
777 297 -692
199 387 -950
214 561 -826
103 806 649
802 395 -402
876 611 -833
329 267 945
596 431 -467
750 629 346
687 67 518
432 740 -941
408 112 -346
508 388 -560
896 825 -820
165 28 -384
781 269 624
369 32 -36
113 877 182
258 572 124
105 770 -503
89 538 -888
211 591 -904
544 662 177
692 887 890
823 562 -602
14 680 323
530 724 -14
516 119 944
578 34 -574
616 643 -667
311 762 664
613 91 878
107 568 362
611 821 -859
55 346 213
240 785 116
159 426 -861
901 59 54
105 508 407
861 222 247
290 141 598
39 546 722
89 267 541
657 852 831
463 763 531
735 804 -550
795 250 211
246 157 -306
107 602 800
535 740 -815
904 139 -387
853 169 -516
614 78 -912
222 78 973
30 878 324
568 390 -154
408 728 401
255 259 -354
655 4 -830
636 411 -596
652 36 199
755 804 -70
299 877 -929
213 712 493
251 252 282
470 285 -526
278 130 629
837 500 -352
289 69 -275
630 561 326
465 367 943
487 630 338
431 51 883
181 866 -844
32 315 -107
521 900 -276
362 163 997
207 3 346
835 608 326
824 889 700
295 492 167
849 380 -595
236 210 -209
564 489 843
8 678 875
766 116 -80
860 656 -585
195 586 992
24 22 -124
16 502 -91
129 560 613
121 175 166
425 345 -677
392 549 125
692 211 -503
58 187 601
464 551 -190
876 539 -290
617 857 186
203 388 442
582 296 236
450 820 576
112 505 708
759 510 397
648 85 -228
522 275 -65
800 67 227
428 333 396
753 505 -718
77 437 977
703 187 974
197 218 -50
51 265 448
274 138 266
151 560 479
483 514 -440
542 852 -816
28 338 -917
605 466 977
633 329 50
629 429 560
265 439 998
630 360 248
583 355 -891
881 8 -231
615 18 -371
410 615 -134
586 764 -456
39 667 302
998 816
884 696 830
785 682 236
182 655 -516
545 608 37
201 798 405
866 269 914
628 520 885
306 994 -393
619 198 584
449 3 220
193 800 -232
167 360 -373
510 501 -56
633 631 879
647 479 -576
352 252 -706
500 409 -635
583 682 -678
629 439 300
442 546 -58
197 267 243
14 394 -33
360 635 142
906 519 -981
280 735 -344
19 771 -586
949 150 -322
13 199 -565
695 91 -538
183 488 476
214 165 -285
546 413 -812
423 97 983
364 462 371
160 728 -970
674 105 566
176 203 -683
274 231 -531
380 349 129
267 209 139
683 17 -399
797 175 -901
639 959 594
916 246 -573
121 992 43
68 436 -125
174 664 -552
651 506 -294
993 31 412
607 73 -561
351 576 -266
538 969 280
8 620 -169
295 431 -992
459 628 354
509 627 631
450 865 -899
903 65 250
920 582 -54
160 257 149
967 623 -224
80 762 -23
872 133 459
947 239 -485
934 208 525
701 700 -663
983 234 -401
638 629 -440
426 2 -945
911 559 -541
295 695 -210
431 653 735
237 21 614
484 161 -919
730 259 -529
88 201 -296
574 7 193
442 297 -222
231 914 -51
82 786 368
42 913 -497
304 778 -450
453 591 -103
746 522 -857
672 205 269
646 647 587
150 437 817
398 624 -207
489 762 401
927 703 -676
717 255 -155
866 425 -73
256 853 -652
687 549 -631
955 734 -322
988 960 336
38 263 -711
413 678 393
344 596 -552
148 814 825
467 950 -143
252 818 515
24 566 -800
167 215 37
713 19 -740
387 980 -416
582 33 -454
735 611 930
871 420 -472
422 306 -218
319 637 -929
715 852 3
90 114 -459
192 231 -589
72 33 -421
816 451 -968
326 497 -933
987 297 23
338 266 -56
916 602 431
176 698 136
970 351 969
41 272 -38
742 802 202
405 744 -507
392 643 89
926 175 997
753 210 395
235 69 234
364 9 28
301 734 310
824 339 342
331 436 -59
150 910 -125
965 536 658
375 730 -123
109 117 -573
409 387 -98
547 670 -326
323 899 86
788 623 -481
48 180 487
678 820 -489
605 256 639
662 930 -904
739 991 -379
540 967 -911
955 277 882
649 355 -49
826 269 -963
807 456 967
886 321 -800
47 472 -177
104 359 -339
468 891 268
513 421 132
9 899 143
572 202 970
344 421 -950
8 654 -584
835 860 -371
524 720 -832
824 71 31
741 204 -777
639 466 549
741 172 -564
189 20 628
47 904 -855
218 354 -833
395 386 -624
793 720 964
778 475 618
696 328 -340
444 907 261
618 204 229
230 580 -158
116 91 233
688 626 908
746 601 530
577 719 624
230 92 463
326 487 531
454 58 98
29 816 -395
909 706 614
602 855 -137
834 435 -414
235 444 -971
590 123 630
228 890 901
624 735 491
830 894 -151
2 968 -736
283 304 -572
780 429 136
118 985 -606
419 357 913
162 617 735
120 590 -227
820 112 713
281 954 -400
661 436 -577
132 464 -392
182 164 31
989 494 773
732 181 -783
506 50 255
33 997 988
3 648 873
227 677 969
922 672 549
22 743 -958
553 588 -915
125 963 -790
222 432 718
572 196 -425
502 248 378
613 440 -325
908 291 381
74 910 -609
766 197 -755
471 70 163
133 22 -960
630 508 880
828 668 909
296 276 538
443 926 -506
853 627 -666
424 112 -452
820 787 748
87 651 -716
137 404 -400
31 915 -927
375 632 271
358 141 -481
362 976 -853
981 928 -912
158 575 -111
469 522 -696
588 791 699
857 378 367
214 158 -603
836 301 675
503 913 588
416 750 -181
950 916 280
159 549 -493
263 712 340
875 203 571
353 964 -440
113 989 71
55 8 -477
226 161 464
501 577 -983
287 954 621
503 200 841
928 325 -684
898 933 650
745 389 930
844 834 -991
188 425 -969
140 646 -255
967 341 83
362 72 -874
315 499 -77
650 533 151
417 935 -3
663 509 921
246 200 780
896 825 -327
585 871 -909
255 659 726
280 296 865
80 477 -725
414 564 600
319 959 -451
805 79 -683
725 618 189
37 497 909
293 304 -657
210 151 -609
847 259 -213
951 715 -807
273 182 -737
556 376 802
62 992 452
424 457 194
377 100 -114
8 862 32
614 132 -839
328 902 -569
930 331 109
80 977 -577
386 612 236
92 945 47
282 139 42
755 81 -270
602 350 -246
542 922 -731
473 65 -616
402 193 -530
441 939 -590
354 149 -903
223 935 575
323 708 -68
395 839 564
708 845 -85
907 977 890
657 688 754
281 955 -559
825 356 -922
559 961 865
618 297 -12
726 116 387
616 756 473
851 1 274
687 853 774
69 615 -177
544 429 755
823 749 -550
572 337 -465
81 931 797
523 937 -990
492 319 -115
813 32 88
759 423 587
548 799 851
390 378 280
759 680 608
212 279 -649
955 865 -939
217 942 901
74 995 -170
354 44 -266
184 532 221
718 20 -60
400 368 -2
189 983 -735
147 286 -627
990 827 522
70 191 -663
731 813 274
102 566 -419
924 445 669
127 302 -833
420 93 827
7 57 258
186 80 570
294 540 611
994 764 -667
821 535 223
391 845 -440
442 745 -390
822 747 -980
266 857 429
383 602 732
418 211 926
920 896 241
86 743 754
444 333 -566
133 239 -63
853 398 661
918 15 26
336 833 -773
383 487 -54
255 771 -871
229 141 500
48 84 -66
484 129 957
621 279 -823
746 411 144
7 758 825
712 558 503
642 568 627
290 668 126
802 863 813
289 728 -711
907 779 139
292 783 950
651 603 -574
867 314 156
786 696 968
590 532 -996
793 112 274
686 529 270
982 813 698
415 769 320
268 728 802
683 874 52
636 299 -481
304 698 -335
921 450 -93
919 592 -979
457 416 -678
813 855 920
235 922 436
350 873 -326
549 673 -638
285 918 893
418 76 -318
411 448 -810
653 553 -383
478 281 905
103 152 -235
41 229 131
44 860 438
485 293 842
268 675 695
658 59 -764
617 845 -725
458 485 112
307 812 -267
692 313 827
731 609 -903
358 393 775
485 716 -672
584 798 950
483 544 284
880 426 348
695 542 549
672 917 -432
515 441 97
658 142 -974
301 310 344
45 810 763
979 787 413
317 955 -84
192 604 -603
387 615 23
641 393 282
182 953 -704
639 969 -363
699 163 533
301 757 867
963 172 788
776 279 -535
581 409 153
936 488 -854
158 951 -805
706 659 120
761 294 -230
866 73 -387
353 828 -638
84 235 736
393 736 695
429 546 -74
616 73 -423
500 239 488
82 298 362
785 107 -88
227 561 394
166 359 500
168 864 592
545 477 -317
188 312 -194
11 619 248
580 958 -413
307 785 -726
165 91 311
319 949 -277
566 380 311
285 354 245
106 7 -873
138 140 -203
541 774 683
464 442 574
92 744 -850
809 440 -818
846 262 739
856 17 761
271 396 671
251 257 -321
664 447 -552
203 868 847
789 887 100
982 289 819
664 944 643
841 431 -331
906 106 211
610 124 -402
639 230 22
173 617 -857
557 743 -521
952 725 968
997 440 -319
276 92 -644
982 105 800
205 222 -455
447 227 933
40 577 -786
678 653 -637
997 696 -364
521 509 -832
415 534 -602
219 367 261
760 973 66
234 783 189
951 301 547
823 555 524
253 65 885
923 584 751
501 477 -261
651 294 932
907 930 554
874 745 -149
594 39 585
754 144 91
942 963 -891
118 278 985
76 819 593
916 600 798
766 847 733
2 311 -864
995 443 934
730 969 73
358 740 -61
448 783 179
411 773 -582
362 888 -251
372 167 -625
658 522 710
283 855 -593
745 838 413
222 661 326
213 20 -959
480 695 816
707 277 390
690 99 768
233 682 -846
185 125 -546
870 310 -193
109 223 230
861 610 587
692 605 6
119 919 309
327 147 343
42 554 -790
222 433 -387
771 897 505
407 168 9
154 191 458
259 945 -771
108 534 300
906 326 371
158 251 -997
751 719 -797
979 982 279
795 257 545
565 158 744
50 99 296
652 500 972
307 753 -531
541 94 87
398 331 246
608 583 -613
934 382 706
878 973 -65
858 573 562
769 739 -797
56 272 -548
571 768 -478
32 858 656
469 765 65
272 393 -842
183 104 560
895 440 207
487 382 -781
975 763 -970
509 224 216
732 511 -870
580 996 426
141 384 -52
785 560 10
94 862 -383
213 792 597
903 763 -26
701 998 -46
683 687 349
971 171 -756
170 722 199
718 894 -786
107 90 528
183 776 609
108 477 202
90 740 384
102 681 -918
19 563 606
73 121 -241
990 584 114
914 400 175
490 370 826
828 92 266
794 208 477
368 181 -109
335 914 -741
962 310 364
287 908 -742
966 452 874
389 474 816
737 670 967
433 730 -794
36 497 368
65 88 267
565 113 -480
419 325 -848
491 129 -919
673 173 897
678 367 198
723 793 -297
451 874 777
243 545 -175
289 112 342
900 683 34
786 287 963
900 49 -860
762 550 -734
520 473 566
748 98 392
473 600 409
945 38 -51
143 810 198
959 149 854
922 440 -190
389 566 -466
567 321 -553
978 891 -50
674 850 -198
265 198 -995
143 663 -635
75 235 602
233 360 856
604 593 -769
321 506 -479
759 753 896
299 973 -351
694 213 -994
799 685 -590
76 437 642
851 381 916
640 25 -330
111 51 545
710 721 -492
470 561 -881
4 309 684
183 120 -198
348 432 179
471 975 906
966 937 575
473 993 691
333 815 184
315 248 -34
823 707 -920
346 21 -950
346 224 113
135 153 584
692 457 981
656 254 -875
973 457 -238
10 438 -223
252 624 -296
916 655 -932
684 868 847
215 984 -944
302 697 -305
59 556 -918
962 995 -193
712 788 -987
393 285 601
707 546 -656
431 386 -795
247 352 -810
442 611 810
759 946 470
130 910 45
768 135 -448
808 353 885
691 410 -325
172 366 170
810 813 693
480 870 875
603 754 152
112 528 -455
921 220 -31
472 107 472
108 127 -51
580 458 -95
794 802 -560
966 438 -528
964 565 707
201 521 -764
625 779 40
882 400 -831
339 985 724
741 796 -418
135 275 -416
857 247 -990
396 685 555
510 71 -634
783 265 -488
509 835 -159
403 954 891
814 267 -921
981 16 11
656 822 633
130 503 331
597 359 -323
558 434 360
412 913 -314
20 457 -3
58 590 335
402 514 992
884 511 -691
213 116 639
683 150 402
363 610 187
368 599 -383
741 178 825
469 112 -812
233 844 164
742 953 -704
451 377 -124
834 701 -504
349 192 139
682 332 111
601 532 649
75 37 -403
446 693 -949
441 124 -614
317 741 128
296 967 394
59 659 -968
917 520 -31
847 795 0
887 263 -894
522 265 487
731 419 206
876 719 173
460 684 217
765 961 -810
800 135 -256
476 412 650
683 838 130
208 434 602
67 544 -824
869 539 -417
729 40 -223
418 763 -205
791 505 -848
452 858 675
465 39 -307
643 323 998
653 230 676
172 27 748
21 956 770
714 76 436
787 860 812
240 512 -141
158 524 145
159 5 -240
726 327 -908
102 260 -583
474 720 572
114 636 109
806 590 -192
40 377 802
639 17 379
650 412 -922
721 810 -848
555 716 -810
169 995 703
717 191 422
14 713 -798
601 61 -309
104 23 -460
358 1 728
122 571 -743
235 15 -954
555 654 -841
861 950 608
570 461 -7
760 654 -54
287 356 -251
924 756 991
411 600 317
453 70 244
90 17 653
827 903 671
975 785 900
639 705 758
594 258 -198
315 160 771
298 223 842
807 324 -511
792 923 783
26 965 449
433 649 555
994 721 -369
215 154 926
74 671 -706
738 47 77
414 360 -400
514 83 -669
133 88 -974
682 44 -155
428 357 -601
593 114 -247
896 581 340
695 795 -738
203 868 702
516 556 654
268 868 624
983 525 833
962 666 656
884 339 -674
182 502 -924
67 314 732
889 878
162 217 484
889 818 834
762 143 -985
846 744 648
306 175 488
548 551 -111
446 374 922
767 204 -311
852 644 215
275 408 295
608 329 -266
511 866 109
677 463 -194
146 296 -635
26 65 -270
362 211 -858
146 873 -401
382 591 770
734 144 -443
701 211 576
817 173 167
204 129 188
756 776 92
611 888 486
376 553 109
739 254 605
350 16 -807
15 523 651
310 494 122
103 391 702
775 875 -245
371 446 427
324 17 -185
485 440 127
615 678 396
71 863 -813
467 479 509
627 54 -735
264 107 415
262 234 950
525 276 -960
157 9 125
854 708 -821
795 315 748
130 769 58
80 386 -430
241 523 -147
98 735 723
306 545 5
541 676 -8
846 471 -227
856 255 -101
262 704 819
101 643 -971
210 31 980
514 781 639
24 244 -279
161 673 671
173 139 -464
776 758 788
850 171 875
297 85 909
700 345 368
125 779 -858
888 26 43
768 353 -719
732 99 -636
61 530 996
355 607 -162
130 456 355
605 629 50
151 506 156
268 567 -986
497 544 0
607 101 -912
225 209 253
746 802 868
490 493 -865
612 718 -118
426 120 565
331 478 571
244 748 -354
628 550 -456
563 834 -78
270 374 -652
54 247 98
497 48 -801
448 727 385
101 831 298
124 543 630
820 195 -419
397 637 -511
176 131 460
419 659 -423
821 498 827
700 83 871
684 836 -857
428 496 -779
519 134 -330
505 188 634
714 876 271
812 606 837
213 638 -701
226 754 -855
49 122 -375
240 271 -202
864 123 541
243 337 321
118 655 801
373 457 -732
203 827 491
120 832 313
478 853 645
426 651 -134
415 64 713
579 756 -807
834 831 512
650 570 -820
155 481 786
693 553 897
29 313 406
856 293 -427
225 426 662
482 740 -732
687 312 -166
87 249 721
523 729 552
24 234 -605
179 348 -323
347 454 -746
661 146 992
602 472 -576
199 482 405
265 155 741
25 790 -685
663 860 -228
303 97 14
367 434 -929
850 240 -371
67 40 -817
798 846 414
781 472 748
463 79 -698
652 825 -990
396 389 -219
302 823 -97
463 865 307
747 803 581
866 317 209
29 321 -676
289 849 -207
520 365 -466
611 715 -144
41 477 -165
735 177 -549
389 263 479
395 816 573
525 459 138
742 324 -870
578 704 -319
531 203 -10
188 550 287
872 57 -820
706 277 787
297 95 107
708 298 -8
668 878 -181
589 716 989
288 840 153
458 745 -546
842 788 213
504 401 896
829 261 -361
699 286 396
222 381 -783
362 469 -689
653 218 -96
413 426 51
346 182 729
680 344 -812
697 569 -557
540 285 -783
54 9 462
841 780 -957
815 606 -552
539 461 -839
17 458 -786
179 252 -204
813 569 204
248 667 -307
363 749 -195
629 844 294
150 618 771
380 636 -320
588 217 -190
582 413 -165
217 802 34
102 23 690
693 129 979
502 734 189
364 226 601
681 643 -300
321 288 982
680 847 365
234 229 -444
695 123 77
767 715 558
573 215 -623
271 163 881
267 357 -551
1 498 -750
24 137 446
352 564 -480
845 228 531
826 127 152
107 209 685
589 888 327
490 344 -81
738 91 388
117 245 -881
442 677 -562
771 858 -28
180 482 705
324 636 181
110 252 596
411 182 -610
882 260 23
523 221 431
485 19 -16
798 42 193
118 840 -711
547 50 516
238 397 -187
543 674 623
225 475 -100
478 856 -938
431 369 -757
389 408 426
849 376 -135
233 620 -916
436 164 401
124 473 93
69 725 -533
102 711 573
744 112 -624
16 101 -770
99 185 513
886 315 279
626 444 -66
447 101 98
552 813 169
502 726 -496
137 305 -541
668 425 947
720 498 -843
46 146 -108
558 596 462
729 623 105
78 534 746
228 628 143
483 762 589
108 161 -488
298 632 -607
343 109 188
546 661 -725
446 425 62
742 795 236
92 282 161
416 874 -662
653 368 55
171 386 -274
16 608 934
851 491 -894
617 310 -96
307 763 -990
361 139 350
836 168 853
471 758 -545
540 177 -507
223 611 -321
401 287 770
184 134 824
546 514 409
283 88 -247
55 80 780
224 271 -351
275 81 -980
687 754 -407
830 206 -787
294 589 786
231 233 -24
255 700 -102
364 717 -436
756 10 -194
215 776 -466
590 527 589
306 374 -289
293 214 -378
352 303 -330
819 41 964
396 695 -453
647 779 547
466 852 -494
132 466 215
139 253 848
364 685 694
298 831 -939
305 339 -212
842 642 -822
607 159 -519
122 502 401
248 366 -959
586 531 -962
246 345 396
806 450 -543
378 825 -308
845 176 352
567 287 -595
491 428 -729
716 193 -764
436 722 -671
75 353 138
802 707 -245
29 303 -397
441 756 789
843 834 -384
817 395 907
506 787 -469
750 578 361
329 511 898
572 135 629
128 889 661
473 421 121
163 735 958
650 577 -611
849 235 685
474 606 864
752 402 375
740 561 204
248 592 953
688 284 -517
444 849 942
658 410 -285
555 206 -927
672 575 240
831 576 716
448 649 -977
213 447 -861
481 661 232
5 694 -688
642 230 281
834 872 649
768 273 275
720 139 -285
105 809 610
400 250 744
457 99 143
825 544 903
742 424 973
102 857 -812
286 849 602
610 676 -358
848 663 499
775 481 -401
290 778 -166
888 872 -864
227 884 -728
699 667 779
440 729 604
94 262 -472
343 469 -864
651 69 -770
830 722 -477
200 684 -704
669 70 -91
3 373 -298
428 66 -917
202 462 364
775 257 274
654 214 106
594 109 311
699 608 500
341 865 -746
26 714 65
702 93 -68
631 82 326
672 625 151
394 160 947
739 370 -232
538 750 -106
257 777 -105
162 2 -273
574 737 859
645 658 -853
762 324 -81
664 611 -889
163 594 574
532 569 -269
137 354 -842
344 587 691
236 431 -382
117 167 727
553 827 131
344 545 -421
5 223 -754
388 511 -246
728 196 457
56 882 -914
231 581 501
770 108 152
501 737 699
126 234 63
602 154 150
726 738 -580
230 511 790
653 673 180
175 427 -760
86 829 -609
747 775 759
515 158 -425
430 775 -676
132 837 -343
327 434 -774
882 243 -149
